select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
True,https://www.amazon.com/Best-Sellers-Boys-Costume-Footwear/zgbs/fashion/14194753011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Boys,Footwear,,,,,
True,https://www.amazon.com/Best-Sellers-Boys-Costume-Masks/zgbs/fashion/14194754011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Boys,Masks,,,,,
True,https://www.amazon.com/Best-Sellers-Boys-Costume-Wigs/zgbs/fashion/14194755011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Boys,Wigs,,,,,
True,https://www.amazon.com/Best-Sellers-Boys-Costume-Accessories/zgbs/fashion/14194756011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Boys,Accessories,,,,,
True,https://www.amazon.com/Best-Sellers-Babies-Costumes/zgbs/fashion/14194759011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Baby,,,,,,
True,https://www.amazon.com/Best-Sellers-Baby-Girls-Costumes/zgbs/fashion/14194760011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Baby,Baby Girls,,,,,
True,https://www.amazon.com/Best-Sellers-Baby-Boys-Costumes/zgbs/fashion/14194761011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Kids & Baby,Baby,Baby Boys,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Makeup-Facial-Hair-Adhesives/zgbs/fashion/14194763011,"Clothing, Shoes & Jewelry",Costumes & Accessories,"Makeup, Facial Hair & Adhesives",,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Facial-Hair/zgbs/fashion/14194764011,"Clothing, Shoes & Jewelry",Costumes & Accessories,"Makeup, Facial Hair & Adhesives",Facial Hair,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Makeup/zgbs/fashion/14194765011,"Clothing, Shoes & Jewelry",Costumes & Accessories,"Makeup, Facial Hair & Adhesives",Costume Makeup,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Props/zgbs/fashion/14194766011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Props,,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Feather-Boas/zgbs/fashion/14194767011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Props,Feather Boas,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Walking-Sticks-Canes/zgbs/fashion/14194768011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Props,Walking Sticks & Canes,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Wands/zgbs/fashion/14194769011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Props,Wands,,,,,,
True,https://www.amazon.com/Best-Sellers-Costume-Weapons-Armor/zgbs/fashion/14194770011,"Clothing, Shoes & Jewelry",Costumes & Accessories,Props,Weapons & Armor,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Travel-Gear/zgbs/fashion/9479199011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Backpacks/zgbs/fashion/360832011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Backpacks,,,,,,,
True,https://www.amazon.com/Best-Sellers-Casual-Daypack-Backpacks/zgbs/fashion/2404179011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Backpacks,Casual Daypacks,,,,,,
True,https://www.amazon.com/Best-Sellers-Hiking-Daypacks/zgbs/fashion/3400471,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Backpacks,Hiking Daypacks,,,,,,
True,https://www.amazon.com/Best-Sellers-Kids-Backpacks/zgbs/fashion/2404178011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Backpacks,Kids' Backpacks,,,,,,
True,https://www.amazon.com/Best-Sellers-Laptop-Backpacks/zgbs/fashion/335604011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Backpacks,Laptop Backpacks,,,,,,
True,https://www.amazon.com/Best-Sellers-Briefcases/zgbs/fashion/2204831011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Briefcases,,,,,,,
True,https://www.amazon.com/Best-Sellers-Gym-Bags/zgbs/fashion/15743181,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Gym Bags,,,,,,,
True,https://www.amazon.com/Best-Sellers-Sports-Duffel-Bags/zgbs/fashion/3395001,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Gym Bags,Sports Duffels,,,,,,
True,https://www.amazon.com/Best-Sellers-Gym-Tote-Bags/zgbs/fashion/2404176011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Gym Bags,Gym Totes,,,,,,
True,https://www.amazon.com/Best-Sellers-Gym-Drawstring-Bags/zgbs/fashion/2404177011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Gym Bags,Drawstring Bags,,,,,,
True,https://www.amazon.com/Best-Sellers-Laptop-Bags/zgbs/fashion/9971584011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Laptop Bags,,,,,,,
True,https://www.amazon.com/Best-Sellers-Laptop-Briefcases/zgbs/fashion/3012918011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Laptop Bags,Briefcases,,,,,,
True,https://www.amazon.com/Best-Sellers-Laptop-Messenger-Shoulder-Bags/zgbs/fashion/3012921011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Laptop Bags,Messenger & Shoulder Bags,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage/zgbs/fashion/15743251,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Luggage,,,,,,,
True,https://www.amazon.com/Best-Sellers-Carry-Luggage/zgbs/fashion/15743261,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Luggage,Carry-Ons,,,,,,
True,https://www.amazon.com/Best-Sellers-Suitcases/zgbs/fashion/2477388011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Luggage,Suitcases,,,,,,
True,https://www.amazon.com/Best-Sellers-Garment-Bags/zgbs/fashion/15743271,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Luggage,Garment Bags,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Sets/zgbs/fashion/15743291,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Luggage,Luggage Sets,,,,,,
True,https://www.amazon.com/Best-Sellers-Kids-Luggage/zgbs/fashion/2477386011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Luggage,Kids' Luggage,,,,,,
True,https://www.amazon.com/Best-Sellers-Messenger-Bags/zgbs/fashion/15743231,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Messenger Bags,,,,,,,
True,https://www.amazon.com/Best-Sellers-Travel-Accessories/zgbs/fashion/15743971,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,,,,,,,
True,https://www.amazon.com/Best-Sellers-Cosmetic-Bags/zgbs/fashion/11062771,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Cosmetic Cases,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Carts/zgbs/fashion/2477389011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Carts,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Locks/zgbs/fashion/2477390011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Locks,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Scales/zgbs/fashion/2477391011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Scales,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Straps/zgbs/fashion/2477392011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Straps,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Tags-Handle-Wraps/zgbs/fashion/17658876011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Tags & Handle Wraps,,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Handle-Wraps/zgbs/fashion/17658877011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Tags & Handle Wraps,Luggage Handle Wraps,,,,,
True,https://www.amazon.com/Best-Sellers-Luggage-Tags/zgbs/fashion/1234358011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Tags & Handle Wraps,Luggage Tags,,,,,
True,https://www.amazon.com/Best-Sellers-Tag-Handle-Wrap-Sets/zgbs/fashion/17658878011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Luggage Tags & Handle Wraps,Tag & Handle Wrap Sets,,,,,
True,https://www.amazon.com/Best-Sellers-Travel-Packing-Organizers/zgbs/fashion/15744041,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Packing Organizers,,,,,,
True,https://www.amazon.com/Best-Sellers-Passport-Covers/zgbs/fashion/2477398011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Passport Covers,,,,,,
True,https://www.amazon.com/Best-Sellers-Passport-Wallets/zgbs/fashion/673133011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Passport Wallets,,,,,,
True,https://www.amazon.com/Best-Sellers-Toiletry-Bags/zgbs/fashion/387321011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Toiletry Bags,,,,,,
True,https://www.amazon.com/Best-Sellers-Refillable-Cosmetic-Containers/zgbs/fashion/11062781,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Travel Bottles & Containers,,,,,,
True,https://www.amazon.com/Best-Sellers-Travel-Wallets/zgbs/fashion/15743861,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Accessories,Travel Wallets,,,,,,
True,https://www.amazon.com/Best-Sellers-Travel-Duffel-Bags/zgbs/fashion/15743211,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Duffels,,,,,,,
True,https://www.amazon.com/Best-Sellers-Travel-Tote-Bags/zgbs/fashion/15743241,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Travel Totes,,,,,,,
True,https://www.amazon.com/Best-Sellers-Rain-Umbrellas/zgbs/fashion/15744111,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Umbrellas,,,,,,,
True,https://www.amazon.com/Best-Sellers-Stick-Umbrellas/zgbs/fashion/13671377011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Umbrellas,Stick Umbrellas,,,,,,
True,https://www.amazon.com/Best-Sellers-Folding-Umbrellas/zgbs/fashion/17919117011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Umbrellas,Folding Umbrellas,,,,,,
True,https://www.amazon.com/Best-Sellers-Fashion-Waist-Packs/zgbs/fashion/2477385011,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,Waist Packs,,,,,,,
True,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins,Collectible Currencies,,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Collectible-Coins-Individual/zgbs/coins/9003133011,Collectible Currencies,Individual Coins,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Collectible-Coins-Coin-Sets/zgbs/coins/9003136011,Collectible Currencies,Coin Sets,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc,Computers & Accessories,,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Desktop/zgbs/pc/565098,Computers & Accessories,Desktops,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-All-One-Computers/zgbs/electronics/13896603011,Computers & Accessories,Desktops,All-in-Ones,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Mini-Computers/zgbs/electronics/13896591011,Computers & Accessories,Desktops,Minis,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Tower-Computers/zgbs/electronics/13896597011,Computers & Accessories,Desktops,Towers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Laptop/zgbs/pc/565108,Computers & Accessories,Laptops,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Laptop-Computers/zgbs/electronics/13896609011,Computers & Accessories,Laptops,2 in 1 Laptops,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Traditional-Laptop-Computers/zgbs/electronics/13896615011,Computers & Accessories,Laptops,Traditional Laptops,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Tablets/zgbs/pc/1232597011,Computers & Accessories,Tablets,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Servers/zgbs/pc/11036071,Computers & Accessories,Servers,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Routers/zgbs/pc/300189,Computers & Accessories,Routers,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Data-Storage/zgbs/pc/1292110011,Computers & Accessories,Data Storage,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-External-Hard-Drives/zgbs/electronics/595048,Computers & Accessories,Data Storage,External Hard Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-External-Solid-State-Drives/zgbs/electronics/3015429011,Computers & Accessories,Data Storage,External Solid State Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-External-Zip-Drives/zgbs/electronics/1193862,Computers & Accessories,Data Storage,External Zip Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Floppy-Tape-Drives/zgbs/electronics/6795226011,Computers & Accessories,Data Storage,Floppy & Tape Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Internal-Hard-Drives/zgbs/electronics/1254762011,Computers & Accessories,Data Storage,Internal Hard Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Internal-Solid-State-Drives/zgbs/electronics/1292116011,Computers & Accessories,Data Storage,Internal Solid State Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Network-Attached-Storage/zgbs/electronics/13436301,Computers & Accessories,Data Storage,Network Attached Storage,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Tape-Libraries/zgbs/electronics/6795227011,Computers & Accessories,Data Storage,Tape Libraries,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-USB-Flash-Drives/zgbs/electronics/3151491,Computers & Accessories,Data Storage,USB Flash Drives,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Networking/zgbs/pc/172504,Computers & Accessories,Networking Products,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Device-Servers/zgbs/electronics/13983751,Computers & Accessories,Networking Products,Device Servers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Hubs/zgbs/electronics/281413,Computers & Accessories,Networking Products,Hubs,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Modem-Router-Combos/zgbs/electronics/17442743011,Computers & Accessories,Networking Products,Modem Router Combos,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Modems/zgbs/electronics/284715,Computers & Accessories,Networking Products,Modems,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Network-Adapters/zgbs/electronics/490499011,Computers & Accessories,Networking Products,Network Adapters,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Bluetooth-Computer-Network-Adapters/zgbs/pc/3015437011,Computers & Accessories,Networking Products,Network Adapters,Bluetooth Network Adapters,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Laptop-Computer-Network-Adapters/zgbs/pc/13983731,Computers & Accessories,Networking Products,Network Adapters,Laptop Network Adapters,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Powerline-Computer-Network-Adapters/zgbs/pc/1194444,Computers & Accessories,Networking Products,Network Adapters,Powerline Network Adapters,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-USB-Computer-Network-Adapters/zgbs/pc/13983791,Computers & Accessories,Networking Products,Network Adapters,USB Network Adapters,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Antennas/zgbs/electronics/3015438011,Computers & Accessories,Networking Products,Network Antennas,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Transceivers/zgbs/electronics/537316,Computers & Accessories,Networking Products,Network Transceivers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Print-Servers/zgbs/electronics/13983761,Computers & Accessories,Networking Products,Print Servers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Repeaters/zgbs/electronics/3015439011,Computers & Accessories,Networking Products,Repeaters,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Routers/zgbs/electronics/300189,Computers & Accessories,Networking Products,Routers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Streaming-Media-Players/zgbs/electronics/13447451,Computers & Accessories,Networking Products,Streaming Media Players,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Switches/zgbs/electronics/281414,Computers & Accessories,Networking Products,Switches,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Whole-Home-Mesh-Wi-Fi-Systems/zgbs/electronics/17935294011,Computers & Accessories,Networking Products,Whole Home & Mesh Wi-Fi Systems,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Networking-Wireless-Access-Points/zgbs/electronics/1194486,Computers & Accessories,Networking Products,Wireless Access Points,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Printers/zgbs/pc/172635,Computers & Accessories,Printers,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Dot-Matrix-Computer-Printers/zgbs/office-products/3012931011,Computers & Accessories,Printers,Dot Matrix Printers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Inkjet-Computer-Printers/zgbs/office-products/172646,Computers & Accessories,Printers,Inkjet Printers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Desktop-Label-Printers/zgbs/office-products/8553181011,Computers & Accessories,Printers,Label Printers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Laser-Computer-Printers/zgbs/office-products/172648,Computers & Accessories,Printers,Laser Printers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Photo-Printers/zgbs/office-products/17939179011,Computers & Accessories,Printers,Photo Printers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Desktop-Photo-Printers/zgbs/office-products/229182,Computers & Accessories,Printers,Photo Printers,Desktop Photo Printers,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Portable-Photo-Printers/zgbs/office-products/3109930011,Computers & Accessories,Printers,Photo Printers,Portable Photo Printers,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Wide-Format-Plotter-Printers/zgbs/office-products/17933140011,Computers & Accessories,Printers,Wide Format & Plotter Printers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Scanners/zgbs/pc/172584,Computers & Accessories,Scanners,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Business-Card-Scanners/zgbs/office-products/5728046011,Computers & Accessories,Scanners,Business Card Scanners,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Document-Scanners/zgbs/office-products/5728047011,Computers & Accessories,Scanners,Document Scanners,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Flatbed-Scanners/zgbs/office-products/5728048011,Computers & Accessories,Scanners,Flatbed & Photo Scanners,,,,,,,
True,https://www.amazon.com/Best-Sellers-Office-Products-Slide-Negative-Scanners/zgbs/office-products/5728049011,Computers & Accessories,Scanners,Slide & Negative Scanners,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Monitors/zgbs/pc/1292115011,Computers & Accessories,Monitors,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Components/zgbs/pc/193870011,Computers & Accessories,Computer Components,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Desktop-Barebones/zgbs/electronics/3015426011,Computers & Accessories,Computer Components,Desktop Barebones,,,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-External-Components/zgbs/electronics/3012292011,Computers & Accessories,Computer Components,External Components,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Cases/zgbs/pc/572238,Computers & Accessories,Computer Components,External Components,Computer Cases,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-Hard-Drives/zgbs/pc/595048,Computers & Accessories,Computer Components,External Components,External Hard Drives,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-Solid-State-Drives/zgbs/pc/3015429011,Computers & Accessories,Computer Components,External Components,External Solid State Drives,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-Sound-Cards/zgbs/pc/3015427011,Computers & Accessories,Computer Components,External Components,External Sound Cards,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-TV-Tuners/zgbs/pc/3015428011,Computers & Accessories,Computer Components,External Components,External TV Tuners,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-KVM-Switches/zgbs/pc/13983771,Computers & Accessories,Computer Components,External Components,KVM Switches,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-Optical-Drives/zgbs/pc/1292112011,Computers & Accessories,Computer Components,External Components,Optical Drives,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-Blu-ray-Drives/zgbs/pc/1292123011,Computers & Accessories,Computer Components,External Components,Optical Drives,Blu-ray Drives,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-CD-DVD-Drives/zgbs/pc/1292121011,Computers & Accessories,Computer Components,External Components,Optical Drives,CD & DVD Drives,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-External-Disc-Duplicators/zgbs/pc/1292124011,Computers & Accessories,Computer Components,External Components,Optical Drives,Disc Duplicators,,,,,
True,https://www.amazon.com/Best-Sellers-Electronics-Computer-Internal-Components/zgbs/electronics/17923671011,Computers & Accessories,Computer Components,Internal Components,,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-CPU-Processors/zgbs/pc/229189,Computers & Accessories,Computer Components,Internal Components,CPU Processors,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Fans-Cooling-Components/zgbs/pc/3012290011,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-CPU-Cooling-Fans/zgbs/pc/11036281,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,CPU Cooling Fans,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Case-Fans/zgbs/pc/11036291,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,Case Fans,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Graphics-Card-Fans/zgbs/pc/3015421011,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,Graphics Card Fans,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Desktop-Computer-Fan-Grills/zgbs/pc/11036301,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,Grills,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Hard-Drive-Cooling-Fans/zgbs/pc/3228286011,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,HDD Cooling Fans,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Heatsinks/zgbs/pc/2998409011,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,Heatsinks,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Water-Cooling-Systems/zgbs/pc/3015422011,Computers & Accessories,Computer Components,Internal Components,Fans & Cooling,Water Cooling Systems,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Graphics-Cards/zgbs/pc/284822,Computers & Accessories,Computer Components,Internal Components,Graphics Cards,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Network-Port-Cards/zgbs/pc/3012291011,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-FireWire-Port-Cards/zgbs/pc/284717,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,FireWire Port Cards,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Parallel-Port-Cards/zgbs/pc/3015423011,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,Parallel Port Cards,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-RAID-Controllers/zgbs/pc/3015424011,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,RAID Controllers,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Internal-SCSI-Port-Cards/zgbs/pc/284718,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,SCSI Port Cards,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Serial-Port-Cards/zgbs/pc/3015425011,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,Serial Port Cards,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-USB-Port-Cards/zgbs/pc/229185,Computers & Accessories,Computer Components,Internal Components,I/O Port Cards,USB Port Cards,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Hard-Drives/zgbs/pc/1254762011,Computers & Accessories,Computer Components,Internal Components,Internal Hard Drives,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Memory-Card-Readers/zgbs/pc/3310626011,Computers & Accessories,Computer Components,Internal Components,Internal Memory Card Readers,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Internal-Modems/zgbs/pc/172508,Computers & Accessories,Computer Components,Internal Components,Internal Modems,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Optical-Drives/zgbs/pc/1292107011,Computers & Accessories,Computer Components,Internal Components,Internal Optical Drives,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Blu-ray-Drives/zgbs/pc/668573011,Computers & Accessories,Computer Components,Internal Components,Internal Optical Drives,Internal Blu-ray Drives,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-CD-DVD-Drives/zgbs/pc/172480,Computers & Accessories,Computer Components,Internal Components,Internal Optical Drives,Internal CD & DVD Drives,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Power-Supplies/zgbs/pc/1161760,Computers & Accessories,Computer Components,Internal Components,Internal Power Supplies,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-Solid-State-Drives/zgbs/pc/1292116011,Computers & Accessories,Computer Components,Internal Components,Internal Solid State Drives,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Internal-Sound-Cards/zgbs/pc/284823,Computers & Accessories,Computer Components,Internal Components,Internal Sound Cards,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Internal-TV-Tuner-Video-Capture-Cards/zgbs/pc/6795230011,Computers & Accessories,Computer Components,Internal Components,Internal TV Tuner & Capture Cards,,,,,,
True,https://www.amazon.com/Best-Sellers-Computers-Accessories-Computer-Memory/zgbs/pc/172500,Computers & Accessories,Computer Components,Internal Components,Memory,,,,,,
